Title,Year,Source title,DOI,Link,Funding Details,Correspondence Address,Language of Original Document,Document Type,Open Access,Source
"Does hospital competition improve efficiency? The effect of the patient choice reform in England",2019,"Health Economics (United Kingdom)","10.1002/hec.3868","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062360618&doi=10.1002%2fhec.3868&partnerID=40&md5=40d76bd6b8eba991bc82d65f42ed0e81","Economic and Social Research Council; Department of Health, Australian Government","Longo, F.; Centre for Health Economics, United Kingdom; email: francesco.longo@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"Behavioural activation therapies for depression in adults",2019,"Cochrane Database of Systematic Reviews","10.1002/14651858.CD013305","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064441261&doi=10.1002%2f14651858.CD013305&partnerID=40&md5=b4d779c0c13118178dccb7e8a27d7a1b","National Institute for Health Research","Uphoff, E.; Cochrane Common Mental Disorders, United Kingdom; email: noortje.uphoff@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"miR-132 suppresses transcription of ribosomal proteins to promote protective Th1 immunity",2019,"EMBO Reports","10.15252/embr.201846620","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062455436&doi=10.15252%2fembr.201846620&partnerID=40&md5=21d1535df15e316bd4d8985e8cc89072","Medical Research Council; Biotechnology and Biological Sciences Research Council","Lagos, D.; Centre for Immunology and Infection and York Biomedical Research Institute, United Kingdom; email: dimitris.lagos@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"The medieval population of Leopoli-Cencelle (Viterbo, Latium): Dietary reconstruction through stable isotope analysis from bone proteins",2019,"Journal of Archaeological Science: Reports","10.1016/j.jasrep.2018.12.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059675985&doi=10.1016%2fj.jasrep.2018.12.013&partnerID=40&md5=17b96094af9ed3c86008bc5370e50743",,"Martínez-Labarga, C.; Centro di Antropologia Molecolare per lo Studio del DNA Antico, Via della Ricerca Scientifica n. 1, Italy; email: martine@uniroma2.it","English",Article,"",Scopus
"The elicitation and management of multiple health concerns in GP consultations",2019,"Patient Education and Counseling","10.1016/j.pec.2018.11.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057027572&doi=10.1016%2fj.pec.2018.11.009&partnerID=40&md5=438723d68eebb3e94b510f0977849966","National Institute for Health Research; NIHR School for Primary Care Research","Stuart, B.; Primary Care and Population Sciences, Aldermoor Close, United Kingdom; email: bls1@soton.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Competition and equity in health care markets",2019,"Journal of Health Economics","10.1016/j.jhealeco.2018.12.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059836567&doi=10.1016%2fj.jhealeco.2018.12.002&partnerID=40&md5=2a79b1dd1ea0ae9f143a7bccecb5342b","Programa Operacional Temático Factores de Competitividade; Fundação para a Ciência e a Tecnologia; Ministério da Educação e Ciência; Fundação para a Ciência e a Tecnologia; European Regional Development Fund","Straume, O.R.; Department of Economics/NIPE, Campus de Gualtar, Portugal; email: o.r.straume@eeg.uminho.pt","English",Article,"All Open Access, Green",Scopus
"Environmental effects of ambient temperature and relative humidity on insulin pharmacodynamics in adults with type 1 diabetes mellitus",2019,"Diabetes, Obesity and Metabolism","10.1111/dom.13555","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056100572&doi=10.1111%2fdom.13555&partnerID=40&md5=0e47ebc9ba23a1e8c6b3f74b93c57023",,"Sathyapalan, T.; Department of Academic Diabetes, United Kingdom; email: thozhukat.sathyapalan@hyms.ac.uk","English",Article,"All Open Access, Green",Scopus
"Measurements of nitric oxide and ammonia soil fluxes from a wet savanna ecosystem site in West Africa during the DACCIWA field campaign",2019,"Atmospheric Chemistry and Physics","10.5194/acp-19-2299-2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062071022&doi=10.5194%2facp-19-2299-2019&partnerID=40&md5=1880a15ddfae6ceca40e116dff1995b3","Seventh Framework Programme; Seventh Framework Programme","Pacifico, F.; Laboratoire d'Aérologie, France; email: federica.pacifico@gmail.com","English",Article,"All Open Access, Gold, Green",Scopus
"α-d-Gal-cyclophellitol cyclosulfamidate is a Michaelis complex analog that stabilizes therapeutic lysosomal α-galactosidase A in Fabry disease",2019,"Chemical Science","10.1039/c9sc03342d","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073499169&doi=10.1039%2fc9sc03342d&partnerID=40&md5=33f8e60498ba1c147ab8485e3a188f03","Genzyme; Villum Fonden; Ministerio de Ciencia, Innovación y Universidades; Biotechnology and Biological Sciences Research Council; Royal Society; European Research Council; Generalitat de Catalunya; Agència de Gestió d'Ajuts Universitaris i de Recerca; Nederlandse Organisatie voor Wetenschappelijk Onderzoek; Ministerio de Ciencia e Innovación; European Regional Development Fund","Davies, G.J.; Department of Chemistry, Heslington, United Kingdom; email: gideon.davies@york.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Apixaban suppresses the release of TF-positive microvesicles and restrains cancer cell proliferation through directly inhibiting TF-fVIIa activity",2019,"Thrombosis and Haemostasis","10.1055/s-0039-1692682","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071787467&doi=10.1055%2fs-0039-1692682&partnerID=40&md5=db415edb4da9d8363e1392ef87972845","Bristol-Myers Squibb; Bayer","Ettelaie, C.; Biomedical Section, Cottingham Road, United Kingdom; email: C.Ettelaie@hull.ac.uk","English",Article,"All Open Access, Green",Scopus
"Treatment of genitourinary syndrome of menopause: The potential effects of intravaginal ultralow-concentration oestriol and intravaginal dehydroepiandrosterone on quality of life and sexual function",2019,"Przeglad Menopauzalny","10.5114/pm.2019.86836","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069963387&doi=10.5114%2fpm.2019.86836&partnerID=40&md5=4eac2b8603402339a7d0adb9282101ad",,"La Rosa, V.L.; Unit of Psychodiagnostics and Clinical Psychology, Via Santa Sofia 78, Italy; email: psicolarosa@gmail.com","English",Review,"All Open Access, Gold, Green",Scopus
"Ferns as healing plants in medieval Mallorca, Spain? Evidence from human dental calculus",2019,"International Journal of Osteoarchaeology","10.1002/oa.2718","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055287259&doi=10.1002%2foa.2718&partnerID=40&md5=afe780fed306b341ddb9937978c2f4ba",,"Fiorin, E.; Unitat d'Antropologia Biològica, Spain; email: elenafiorin84@gmail.com","English",Article,"All Open Access, Bronze",Scopus
"Households forgoing healthcare as a measure of financial risk protection: An application to Liberia",2019,"International Journal for Equity in Health","10.1186/s12939-019-1095-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076351731&doi=10.1186%2fs12939-019-1095-y&partnerID=40&md5=377e3b3109fac4cd02128fea53d98fb0",,"Gabani, J.; Centre for Health Economics, United Kingdom; email: jg1671@york.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Emulating human play in a leading mobile card game",2019,"IEEE Transactions on Games","10.1109/TG.2018.2835764","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089076261&doi=10.1109%2fTG.2018.2835764&partnerID=40&md5=babc3962302aab97b24898ea30fecbc2","Engineering and Physical Sciences Research Council; Arts and Humanities Research Council; Innovate UK","Baier, H.; Digital Creativity Labs, United Kingdom; email: hendrik.baier@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"Sleep promotes phonological learning in children across language and autism spectra",2019,"Journal of Speech, Language, and Hearing Research","10.1044/2019_JSLHR-S-19-0098","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077016571&doi=10.1044%2f2019_JSLHR-S-19-0098&partnerID=40&md5=ce25fcd82d9caa5d91b02447c779ce21","Economic and Social Research Council","Knowland, V.C.P.; Department of Psychology, United Kingdom; email: Victoria.knowland@york.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Interactions between taste receptors and the gastrointestinal microbiome in inflammatory bowel disease",2019,"Journal of Nutrition and Intermediary Metabolism","10.1016/j.jnim.2019.100106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076487104&doi=10.1016%2fj.jnim.2019.100106&partnerID=40&md5=f0eb489dec991a1926a2b699318ee4a6","National Health and Medical Research Council","Turner, A.; School of Environmental and Life Sciences, Ourimbah, Australia; email: alexandria.turner@uon.edu.au","English",Review,"All Open Access, Gold, Green",Scopus
"Reduced body sizes in climate-impacted Borneo moth assemblages are primarily explained by range shifts",2019,"Nature Communications","10.1038/s41467-019-12655-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073116130&doi=10.1038%2fs41467-019-12655-y&partnerID=40&md5=263fca5d3d3c0297db4cfd476a3aa873","Ministry of Science and Technology, Taiwan; National Taiwan University; National Cheng Kung University","Ho, C.-K.; Institute of Ecology and Evolutionary Biology, Taiwan; email: ckho@ntu.edu.tw","English",Article,"All Open Access, Gold, Green",Scopus
"Adaptation “from below” to changes in species distribution, habitat and climate in agro-ecosystems in the Terai Plains of Nepal",2019,"Ambio","10.1007/s13280-019-01202-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067359527&doi=10.1007%2fs13280-019-01202-0&partnerID=40&md5=b5ed1779e57044a21ff4419a59a88939","Consortium of International Agricultural Research Centers","Thorn, J.P.R.; Department of Environment and Geography, Room 313, 290 Wentworth Way, United Kingdom; email: jessica.thorn@york.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"The putative tumour suppressor protein Latexin is secreted by prostate luminal cells and is downregulated in malignancy",2019,"Scientific Reports","10.1038/s41598-019-41379-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063509106&doi=10.1038%2fs41598-019-41379-8&partnerID=40&md5=dc75e170fb14dc901c657c26cb944376","Prostate Cancer UK","Seed, R.I.; Cancer research Unit, United Kingdom; email: Robertseed@outlook.com","English",Article,"All Open Access, Gold, Green",Scopus
"Multidisciplinary investigations of the diets of two post-medieval populations from London using stable isotopes and microdebris analysis",2019,"Archaeological and Anthropological Sciences","10.1007/s12520-019-00910-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070972352&doi=10.1007%2fs12520-019-00910-8&partnerID=40&md5=393f3ad8ce8f0a69601fbb19ef4f0df1","University of York; Wellcome Trust; Leverhulme Trust","Bleasdale, M.; Department of Archaeology, Germany; email: bleasdale@shh.mpg.de","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"An enhanced role for right hV5/MT+ in the analysis of motion in the contra- and ipsi-lateral visual hemi-fields",2019,"Behavioural Brain Research","10.1016/j.bbr.2019.112060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067849311&doi=10.1016%2fj.bbr.2019.112060&partnerID=40&md5=f6fb1b603b4c17b2c472434409397b8f","Biotechnology and Biological Sciences Research Council","Strong, S.L.; Aston Optometry School, United Kingdom; email: s.strong2@aston.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Interventions for drug-using offenders with co-occurring mental health problems",2019,"Cochrane Database of Systematic Reviews","10.1002/14651858.CD010901.pub3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072989061&doi=10.1002%2f14651858.CD010901.pub3&partnerID=40&md5=307a3d24434fde6b490d48c236f79042","University of York","Perry, A.E.; Department of Health Sciences, United Kingdom; email: amanda.perry@york.ac.uk","English",Review,"All Open Access, Green",Scopus
"A neural mechanism for contextualizing fragmented inputs during naturalistic vision",2019,"eLife","10.7554/eLife.48182","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073644724&doi=10.7554%2feLife.48182&partnerID=40&md5=d52ace2219c1a208e784b3a985e7e76f","Horizon 2020 Framework Programme; European Research Council; Deutsche Forschungsgemeinschaft","Kaiser, D.; Department of Psychology, United Kingdom; email: danielkaiser.net@gmail.com","English",Article,"All Open Access, Gold, Green",Scopus
"Orthotic management of instability of the knee related to neuromuscular and central nervous system disorders: Qualitative interview study of patient perspectives",2019,"BMJ Open","10.1136/bmjopen-2019-029313","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073623211&doi=10.1136%2fbmjopen-2019-029313&partnerID=40&md5=f8a6286bde40448e060c7a9625793729","National Institute for Health Research; Health Technology Assessment Programme","McCaughan, D.; York Trials Unit, United Kingdom","English",Review,"All Open Access, Gold, Green",Scopus
"Adjuvanted influenza vaccine for the Italian elderly in the 2018/19 season: An updated health technology assessment",2019,"European Journal of Public Health","10.1093/eurpub/ckz041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071936205&doi=10.1093%2feurpub%2fckz041&partnerID=40&md5=c6ee7ee85cffa75b2acfd585c8fa3693","Health Technology Assessment Programme","De Waure, C.; Institute of Public Health - Section of Hygiene, Piazza Lucio Severi 1, Italy; email: chiara.dewaure@unipg.it","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"The variable toxicity of silver ions in cell culture media",2019,"Toxicology in Vitro","10.1016/j.tiv.2019.05.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066269586&doi=10.1016%2fj.tiv.2019.05.015&partnerID=40&md5=fce1c63ffedcd7bc2764c8033507314a",,"Souter, P.; Department of Biology, Wentworth Way, United Kingdom; email: pms519@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"Psychometric Properties of Child (0–5 Years) Outcome Measures as used in Randomized Controlled Trials of Parent Programs: A Systematic Review",2019,"Clinical Child and Family Psychology Review","10.1007/s10567-019-00277-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062616147&doi=10.1007%2fs10567-019-00277-1&partnerID=40&md5=894746dfd978a1141fa49c4b85b551f1","Public Health Research Programme","Blower, S.; Department of Health Sciences, United Kingdom; email: sarah.blower@york.ac.uk","English",Review,"All Open Access, Hybrid Gold, Green",Scopus
"Passives are not hard to interpret but hard to remember: evidence from online and offline studies",2019,"Language, Cognition and Neuroscience","10.1080/23273798.2019.1602733","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063886039&doi=10.1080%2f23273798.2019.1602733&partnerID=40&md5=2c49f1eb3982c88b19262186aa531ffc","Deutsche Forschungsgemeinschaft","Paolazzi, C.L.; Department of Linguistics, United Kingdom; email: caterina.paolazzi.11@ucl.ac.uk","English",Article,"All Open Access, Green",Scopus
"A bespoke smoking cessation service compared with treatment as usual for people with severe mental ill health: The SCIMITAR+ RCT",2019,"Health Technology Assessment","10.3310/hta23500","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072566485&doi=10.3310%2fhta23500&partnerID=40&md5=f23155d1c266bbf3a45f378c1ad37d6c","National Institute for Health Research; Health Technology Assessment Programme","Peckham, E.; Department of Health Sciences, United Kingdom; email: emily.peckham@york.ac.uk","English",Article,"All Open Access, Bronze, Green",Scopus
"Affective and enjoyment responses to 12 weeks of high intensity interval training and moderate continuous training in adults with Crohn’s disease",2019,"PLoS ONE","10.1371/journal.pone.0222060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072537021&doi=10.1371%2fjournal.pone.0222060&partnerID=40&md5=d5c31c9b5805d0e3616dcd83e911da3d","Crohn's and Colitis UK","Bottoms, L.; Department of Psychology and Sports Science, United Kingdom; email: l.bottoms@herts.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Inclusion, characteristics and outcomes of people requiring palliative care in studies of non-pharmacological interventions for delirium: A systematic review",2019,"Palliative Medicine","10.1177/0269216319853487","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068310396&doi=10.1177%2f0269216319853487&partnerID=40&md5=66241d611ec16851ab58615f1b8dcb94","University of Technology Sydney","Hosie, A.; IMPACCT, Australia; email: annmarie.hosie@uts.edu.au","English",Review,"All Open Access, Green",Scopus
"Development and validation of the body understanding measure for pregnancy scale (BUMPs) and its role in antenatal attachment",2019,"Psychological Assessment","10.1037/pas0000736","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065977678&doi=10.1037%2fpas0000736&partnerID=40&md5=b82d5799ebef575ef6662930bda73744",,"Preston, C.; Department of Psychology, United Kingdom; email: catherine.preston@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"Understanding facial impressions between and within identities",2019,"Cognition","10.1016/j.cognition.2019.04.027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065524025&doi=10.1016%2fj.cognition.2019.04.027&partnerID=40&md5=c185ce6477b57510f17c4c985f1c9dea","Seventh Framework Programme; European Research Council; Seventh Framework Programme","Mileva, M.; Department of Psychology, United Kingdom; email: mila.mileva@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"Arthroplasties for hip fracture in adults",2019,"Cochrane Database of Systematic Reviews","10.1002/14651858.CD013410","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071624027&doi=10.1002%2f14651858.CD013410&partnerID=40&md5=ed5a4c4c08d65f34bae7c3ce60494e68","National Institute for Health Research","Sreekanta, A.; Nuffield Department of Orthopaedics, Headley Way, United Kingdom; email: ashwini.sreekanta@ndorms.ox.ac.uk","English",Article,"All Open Access, Green",Scopus
"The HOME Study: Study protocol for a randomised controlled trial comparing the addition of Proactive Psychological Medicine to usual care, with usual care alone, on the time spent in hospital by older acute hospital inpatients",2019,"Trials","10.1186/s13063-019-3502-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071281435&doi=10.1186%2fs13063-019-3502-5&partnerID=40&md5=4cef4d59ae31382046389350c083d299","Medical Research Council; National Institute for Health Research","Walker, J.; Psychological Medicine Research, United Kingdom; email: jane.walker@psych.ox.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"What were the impacts of the Committee on Safety of Medicines warning and publication of the NICE guidelines on trends in child and adolescent antidepressant prescribing in primary care? A population based study",2019,"BMJ Open","10.1136/bmjopen-2018-028201","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070477070&doi=10.1136%2fbmjopen-2018-028201&partnerID=40&md5=b0a8bf92d3b10d78674694ec6e87ad94",,"Tiffin, P.A.; Department of Health Sciences, United Kingdom; email: paul.tiffin@york.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Emotion and location cues bias conceptual retrieval in people with deficient semantic control",2019,"Neuropsychologia","10.1016/j.neuropsychologia.2019.05.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067201580&doi=10.1016%2fj.neuropsychologia.2019.05.030&partnerID=40&md5=1cbc94763d8eb7971d34665a65ee4026","University of York; Wellcome Trust; Horizon 2020 Framework Programme; Stroke Association; European Research Council","Lanzoni, L.; University of York, Heslington, United Kingdom; email: lucilla.lanzoni@york.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Rights to social determinants of flourishing? A paradigm for disability and public health research and policy",2019,"BMC public health","10.1186/s12889-019-7334-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070510126&doi=10.1186%2fs12889-019-7334-8&partnerID=40&md5=ee094ffee7956e99a4a0cf1941dbed92","National Institute for Health Research",,"English",Article,"All Open Access, Gold, Green",Scopus
"Brushing RemInder 4 Good oral HealTh (BRIGHT) trial: Does an SMS behaviour change programme with a classroom-based session improve the oral health of young people living in deprived areas? A study protocol of a randomised controlled trial",2019,"Trials","10.1186/s13063-019-3538-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069773683&doi=10.1186%2fs13063-019-3538-6&partnerID=40&md5=5fc267cb33745132f5d94861c33db0ee","National Institute for Health Research; Health Technology Assessment Programme","Robertson, M.; School of Dentistry, Park Place, United Kingdom; email: m.r.robertson@dundee.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Feasibility, acceptability and cost-effectiveness of a brief, lay counsellor-delivered psychological treatment for men with alcohol dependence in primary care: an exploratory randomized controlled trial",2019,"Addiction","10.1111/add.14630","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065667613&doi=10.1111%2fadd.14630&partnerID=40&md5=1e509bb20b9e7313b304a249e3e35aab","The Wellcome Trust DBT India Alliance","Nadkarni, A.; SangathIndia; email: abhijit.nadkarni@lshtm.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Outpatient appointment non-attendance and unplanned health care for children and young people with neurological conditions: a retrospective cohort study",2019,"Developmental Medicine and Child Neurology","10.1111/dmcn.14070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055703037&doi=10.1111%2fdmcn.14070&partnerID=40&md5=79e4fea75a72a676ac530e6ef50d9806","National Institute for Health Research","Fraser, L.; Department of Health Sciences, United Kingdom; email: lorna.fraser@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"Evaluation of the impact of the NICE head injury guidelines on inpatient mortality from traumatic brain injury: An interrupted time series analysis",2019,"BMJ Open","10.1136/bmjopen-2019-028912","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066970300&doi=10.1136%2fbmjopen-2019-028912&partnerID=40&md5=e1ba836767b3e6ab1cca93788a7ee216","National Institute for Health Research","Marincowitz, C.; Hull York Medical School, United Kingdom; email: Carl.Marincowitz@hyms.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Making “a racket” but does anybody care? A study of environmental justice access and recognition through the political ecology of voice",2019,"Geoforum","10.1016/j.geoforum.2019.03.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064249344&doi=10.1016%2fj.geoforum.2019.03.024&partnerID=40&md5=6db93c9183b0465e3067ae9bb49efe4c",,,"English",Article,"All Open Access, Green",Scopus
"Selectivity for mid-level properties of faces and places in the fusiform face area and parahippocampal place area",2019,"European Journal of Neuroscience","10.1111/ejn.14327","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060331363&doi=10.1111%2fejn.14327&partnerID=40&md5=4dcb27dcbe5327ed253212f86b533a74","University of York","Andrews, T.J.; Department of Psychology, United Kingdom; email: timothy.andrews@york.ac.uk","English",Article,"",Scopus
"Dyslipidemia-associated atherogenic oxidized lipids induce platelet hyperactivity through phospholipase Cγ2-dependent reactive oxygen species generation",2019,"Platelets","10.1080/09537104.2018.1466386","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046700321&doi=10.1080%2f09537104.2018.1466386&partnerID=40&md5=e28dba4b89ec134b475279b2a50e4b73","British Heart Foundation","Berger, M.; Department of Internal Medicine I, Germany; email: mberger@ukaachen.de","English",Article,"All Open Access, Green",Scopus
"The inhibitory subunit of cardiac troponin (cTnI) is modified by arginine methylation in the human heart",2019,"International Journal of Cardiology","10.1016/j.ijcard.2019.01.102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061382405&doi=10.1016%2fj.ijcard.2019.01.102&partnerID=40&md5=24618a50814858de9833829b073402b9","Tertiary Education Trust Fund","Beltran-Alvarez, P.; Biomedical Sciences, Cottingham Rd, United Kingdom; email: p.beltran-alvarez@hull.ac.uk","English",Article,"All Open Access, Green",Scopus
"Targeting and vaccine durability are key for population-level impact and cost-effectiveness of a pox-protein HIV vaccine regimen in South Africa",2019,"Vaccine","10.1016/j.vaccine.2019.02.073","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062992482&doi=10.1016%2fj.vaccine.2019.02.073&partnerID=40&md5=c03c268a9823ce3fe885d66eaf7caa76","National Institutes of Health; National Institute of Allergy and Infectious Diseases; Bill and Melinda Gates Foundation; GlaxoSmithKline; Sanofi Pasteur; South African Medical Research Council; University of Cape Town","Selinger, C.; Institute for Disease ModelingUnited States; email: christian.selinger@gmail.com","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Birds of prey and humans in prehistoric Europe: A view from El Mirón Cave, Cantabria (Spain)",2019,"Journal of Archaeological Science: Reports","10.1016/j.jasrep.2019.01.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060339868&doi=10.1016%2fj.jasrep.2019.01.010&partnerID=40&md5=debe26ffb1b054ec6fed2f47d4036092","National Science Foundation; Leakey Foundation; National Geographic Society; Engineering and Physical Sciences Research Council; Kennedy Memorial Trust; Ministerio de Educación, Cultura y Deporte; Ministero dell’Istruzione, dell’Università e della Ricerca","Demarchi, B.; Department of Life Sciences and Systems Biology, Italy; email: beatrice@palaeo.eu","English",Article,"All Open Access, Green",Scopus
"A one stop shop for cost-effectiveness evidence? Recommendations for improving Disease Control Priorities",2019,"Cost Effectiveness and Resource Allocation","10.1186/s12962-019-0175-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063254437&doi=10.1186%2fs12962-019-0175-6&partnerID=40&md5=f764100649772a3e08132383081950a7","","Arnold, M.; Centre for Health Economics, United Kingdom; email: matthias.arnold@york.ac.uk","English",Review,"All Open Access, Gold, Green",Scopus
"Integrating research and system-wide practice in public health: Lessons learnt from Better Start Bradford",2019,"BMC Public Health","10.1186/s12889-019-6554-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062423117&doi=10.1186%2fs12889-019-6554-2&partnerID=40&md5=791563d53f63fb57375cb75437327883","Biotechnology and Biological Sciences Research Council; National Institute for Health Research","Dickerson, J.; Born in Bradford, United Kingdom; email: Josie.dickerson@bthft.nhs.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Supporting family carers in home-based end-of-life care: Using participatory action research to develop a training programme for support workers and volunteers",2019,"BMJ Supportive and Palliative Care","10.1136/bmjspcare-2017-001317","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061855383&doi=10.1136%2fbmjspcare-2017-001317&partnerID=40&md5=329edd8f836b0df8361ca30f50dd3428","Marie Curie","Caswell, G.; NCARE, United Kingdom; email: glenys.caswell@nottingham.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Changes in Self-Reported Well-Being: A Follow-Up Study of Children Aged 12–14 in Algeria",2019,"Child Development","10.1111/cdev.13132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053175317&doi=10.1111%2fcdev.13132&partnerID=40&md5=f9019b84e2ba23ec4c12a7e09b9f9da6",,"Tiliouine, H.; Université d'Oran 2Algeria; email: htiliouine@yahoo.fr","English",Article,"",Scopus
"Statistical design and analysis in trials of proportionate interventions: A systematic review",2019,"Trials","10.1186/s13063-019-3206-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062417205&doi=10.1186%2fs13063-019-3206-x&partnerID=40&md5=0536db563c06665c529f92e88d03d5e8","University of York; National Institute for Health Research; University of Sheffield; Public Health Research Programme","Candlish, J.; ScHARR, 30 Regent Court, United Kingdom; email: jane.candlish@sheffield.ac.uk","English",Review,"All Open Access, Gold, Green",Scopus
"A dynamic, modifiable model for estimating cost-effectiveness of smoking cessation interventions in pregnancy: application to an RCT of self-help delivered by text message",2019,"Addiction","10.1111/add.14476","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057711040&doi=10.1111%2fadd.14476&partnerID=40&md5=957e1c649df246f0c718092150017915","Medical Research Council; Economic and Social Research Council; National Institute for Health Research; British Heart Foundation; Department of Health and Social Care; Cancer Research UK; Department of Health, Australian Government; Collaboration for Leadership in Applied Health Research and Care - Greater Manchester","Jones, M.; Division of Primary Care, United Kingdom; email: matthew.jones3@nottingham.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"In defence of backyard chickens",2019,"Journal of Applied Philosophy","10.1111/japp.12291","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038422939&doi=10.1111%2fjapp.12291&partnerID=40&md5=dd005dbac2c12fed5862ad74507b2213","Canadian Institute for Advanced Research",,"English",Article,"All Open Access, Green",Scopus
"Muslim Communities Learning about Second-hand Smoke in Bangladesh (MCLASS II): Study protocol for a cluster randomised controlled trial of a community-based smoke-free homes intervention, with or without Indoor Air Quality feedback",2019,"Trials","10.1186/s13063-018-3100-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059494236&doi=10.1186%2fs13063-018-3100-y&partnerID=40&md5=39624cea83e9cd823b1a56db25305eb9","Medical Research Council","Mdege, N.; Department of Health Sciences, United Kingdom; email: noreen.mdege@york.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
